bin,name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,score,name2,cdsStartStat,cdsEndStat,exonFrames
742,g7913.t1,chr3R,+,20636122,20644535,20636187,20644134,11,"20636122,20636340,20636562,20637878,20639813,20640368,20640800,20641945,20642530,20643421,20643912,","20636275,20636500,20637822,20639753,20640299,20640744,20641877,20642473,20643363,20643854,20644535,",0,g7913,cmpl,cmpl,"0,1,2,2,2,2,0,0,0,2,0,"
742,g7914.t1,chr3R,-,20644541,20652402,20644786,20652288,27,"20644541,20644994,20645313,20645592,20645849,20646231,20646326,20646595,20646883,20647110,20647561,20648008,20648475,20648815,20649038,20649247,20649415,20649745,20649955,20650289,20650429,20650694,20650981,20651205,20651656,20651936,20652179,","20644936,20645257,20645539,20645794,20646126,20646274,20646530,20646826,20647047,20647500,20647778,20648169,20648530,20648974,20649188,20649360,20649692,20649899,20650232,20650374,20650633,20650925,20651145,20651598,20651879,20652097,20652402,",0,g7914,cmpl,cmpl,"0,1,0,2,1,0,0,0,1,1,0,1,0,0,0,1,0,2,1,0,0,0,1,1,0,1,0,"
742,g7914.t2,chr3R,-,20644541,20656832,20644786,20656609,30,"20644541,20644994,20645313,20645592,20645849,20646231,20646326,20646595,20646883,20647110,20647561,20648008,20648475,20648815,20649038,20649247,20649415,20649745,20649955,20650289,20650429,20650694,20650981,20651298,20651656,20651936,20652179,20653242,20653726,20654851,","20644936,20645257,20645539,20645794,20646126,20646274,20646530,20646826,20647047,20647500,20647778,20648169,20648530,20648974,20649188,20649360,20649692,20649899,20650232,20650374,20650633,20650925,20651145,20651598,20651879,20652097,20652253,20653564,20654735,20656832,",0,g7914,cmpl,cmpl,"0,1,0,2,1,0,0,0,1,1,0,1,0,0,0,1,0,2,1,0,0,0,1,1,0,1,2,1,0,0,"
742,g7914.t3,chr3R,-,20644649,20652392,20644786,20652288,27,"20644649,20644994,20645313,20645592,20645849,20646231,20646326,20646595,20646883,20647110,20647561,20648008,20648475,20648815,20649038,20649247,20649415,20649745,20649955,20650289,20650429,20650694,20650981,20651298,20651656,20651936,20652179,","20644936,20645257,20645539,20645794,20646126,20646274,20646530,20646826,20647047,20647500,20647778,20648169,20648530,20648974,20649188,20649360,20649692,20649899,20650232,20650374,20650633,20650925,20651145,20651598,20651879,20652097,20652392,",0,g7914,cmpl,cmpl,"0,1,0,2,1,0,0,0,1,1,0,1,0,0,0,1,0,2,1,0,0,0,1,1,0,1,0,"
742,g7915.t1,chr3R,+,20669576,20672813,20670954,20672269,3,"20669576,20670952,20671135,","20669742,20670960,20672813,",0,g7915,cmpl,cmpl,"-1,0,0,"
742,g7916.t1,chr3R,-,20676224,20677346,20676361,20677282,3,"20676224,20676441,20677267,","20676374,20677205,20677346,",0,g7916,cmpl,cmpl,"2,0,0,"
92,g7917.t2,chr3R,-,20689029,20721056,20690181,20719127,9,"20689029,20691228,20692961,20698334,20700094,20700593,20718878,20719016,20721019,","20691107,20691304,20693848,20698857,20700331,20700832,20718960,20719147,20721056,",0,g7917,cmpl,cmpl,"1,0,1,0,0,1,0,0,-1,"
742,g7917.t1,chr3R,-,20692580,20700976,20692946,20700845,4,"20692580,20698334,20700094,20700593,","20693848,20698857,20700331,20700976,",0,g7917,cmpl,cmpl,"1,0,0,0,"
743,g7918.t2,chr3R,+,20729496,20737244,20731660,20737134,12,"20729496,20731657,20731772,20734255,20734694,20734853,20735654,20736090,20736340,20736510,20736731,20736984,","20729640,20731715,20732481,20734308,20734787,20735152,20735824,20736286,20736451,20736633,20736929,20737244,",0,g7918,cmpl,cmpl,"-1,0,1,2,1,1,0,2,0,0,0,0,"
743,g7918.t1,chr3R,+,20734716,20737244,20734747,20737134,8,"20734716,20734853,20735654,20736090,20736340,20736510,20736731,20736984,","20734787,20735152,20735824,20736286,20736451,20736633,20736929,20737244,",0,g7918,cmpl,cmpl,"0,1,0,2,0,0,0,0,"
743,g7919.t1,chr3R,-,20737333,20738726,20737365,20738638,3,"20737333,20737853,20738600,","20737806,20738334,20738726,",0,g7919,cmpl,cmpl,"0,2,0,"
743,g7920.t1,chr3R,-,20742800,20743836,20742826,20743657,2,"20742800,20743584,","20743527,20743836,",0,g7920,cmpl,cmpl,"1,0,"
743,g7921.t1,chr3R,-,20744231,20745836,20744278,20745323,4,"20744231,20745086,20745271,20745621,","20744964,20745203,20745357,20745836,",0,g7921,cmpl,cmpl,"1,1,0,-1,"
743,g7922.t1,chr3R,+,20746746,20750583,20746820,20750442,10,"20746746,20747363,20747836,20748513,20748636,20749247,20749468,20749740,20750224,20750435,","20747303,20747772,20748015,20748572,20748967,20749376,20749658,20749830,20750354,20750583,",0,g7922,cmpl,cmpl,"0,0,1,0,2,0,0,1,1,2,"
743,g7923.t1,chr3R,-,20758565,20762336,20758623,20762147,7,"20758565,20758981,20759374,20760447,20760638,20760879,20761233,","20758890,20759099,20759904,20760565,20760819,20761175,20762336,",0,g7923,cmpl,cmpl,"0,2,0,2,1,2,0,"
743,g7923.t2,chr3R,-,20758565,20780886,20758623,20772568,13,"20758565,20758981,20759374,20760447,20760638,20760879,20761233,20770992,20771786,20772161,20772526,20775659,20780768,","20758890,20759099,20759904,20760565,20760819,20761175,20762159,20771444,20772108,20772470,20772612,20775874,20780886,",0,g7923,cmpl,cmpl,"0,2,0,2,1,2,0,1,0,0,0,-1,-1,"
743,g7924.t1,chr3R,+,20791226,20801392,20791746,20800315,11,"20791226,20791744,20791936,20792313,20793715,20797143,20797344,20797535,20797746,20798314,20800016,","20791515,20791863,20792249,20792555,20793851,20797277,20797473,20797676,20797853,20798409,20801392,",0,g7924,cmpl,cmpl,"-1,0,0,1,0,1,0,0,0,2,1,"
743,g7925.t1,chr3R,-,20810807,20816226,20810856,20816093,13,"20810807,20811592,20811867,20812148,20813236,20813412,20813665,20814220,20814451,20814580,20814950,20815197,20816018,","20811535,20811812,20812092,20813176,20813359,20813611,20814153,20814390,20814524,20814894,20815092,20815952,20816226,",0,g7925,cmpl,cmpl,"2,1,1,2,2,1,2,0,2,0,2,0,0,"
743,g7926.t1,chr3R,-,20816443,20818876,20817077,20817793,5,"20816443,20817308,20817494,20817639,20818708,","20817214,20817427,20817585,20817800,20818876,",0,g7926,cmpl,cmpl,"1,2,1,0,-1,"
743,g7927.t1,chr3R,-,20819130,20821906,20819276,20820782,3,"20819130,20820649,20821600,","20819494,20820798,20821906,",0,g7927,cmpl,cmpl,"1,0,-1,"
743,g7928.t1,chr3R,+,20822166,20823311,20822396,20823245,3,"20822166,20822801,20823131,","20822573,20822891,20823311,",0,g7928,cmpl,cmpl,"0,0,0,"
743,g7928.t2,chr3R,+,20822166,20823311,20822270,20823245,4,"20822166,20822417,20822801,20823131,","20822273,20822573,20822891,20823311,",0,g7928,cmpl,cmpl,"0,0,0,0,"
743,g7929.t1,chr3R,-,20823317,20830416,20823388,20830386,7,"20823317,20823802,20825165,20825632,20826063,20827979,20830275,","20823739,20823867,20825568,20825993,20826343,20828082,20830416,",0,g7929,cmpl,cmpl,"0,1,0,2,1,0,0,"
743,g7929.t2,chr3R,-,20823341,20830416,20823388,20830386,7,"20823341,20823802,20825165,20825632,20826063,20827979,20830275,","20823739,20823867,20825568,20825993,20826343,20828133,20830416,",0,g7929,cmpl,cmpl,"0,1,0,2,1,0,0,"
743,g7929.t3,chr3R,-,20823341,20830596,20823388,20830446,7,"20823341,20823802,20825165,20825632,20826063,20827979,20830275,","20823739,20823867,20825568,20825993,20826343,20828082,20830596,",0,g7929,cmpl,cmpl,"0,1,0,2,1,0,0,"
743,g7930.t1,chr3R,+,20831136,20832713,20831187,20832431,2,"20831136,20831275,","20831216,20832713,",0,g7930,cmpl,cmpl,"0,2,"
743,g7931.t1,chr3R,+,20833736,20839524,20835227,20839397,10,"20833736,20835224,20835874,20837584,20838034,20838324,20838512,20838690,20839057,20839290,","20833910,20835331,20835984,20837922,20838261,20838445,20838623,20838887,20839215,20839524,",0,g7931,cmpl,cmpl,"-1,0,2,1,0,2,0,0,2,1,"
92,g7931.t2,chr3R,+,20833736,20848616,20835227,20847650,15,"20833736,20835224,20835874,20837584,20838034,20838324,20838512,20838690,20839057,20839290,20842466,20843084,20843447,20846786,20847092,","20833910,20835331,20835984,20837922,20838261,20838445,20838623,20838887,20839215,20839393,20843033,20843379,20844559,20846859,20848616,",0,g7931,cmpl,cmpl,"-1,0,2,1,0,2,0,0,2,1,2,2,0,2,0,"
744,g7932.t1,chr3R,+,20850418,20851425,20850865,20851351,2,"20850418,20851030,","20850943,20851425,",0,g7932,cmpl,cmpl,"0,0,"
744,g7933.t2,chr3R,-,20851731,20859988,20851843,20859930,8,"20851731,20852695,20853124,20853358,20853564,20853873,20859594,20859821,","20852571,20853071,20853304,20853510,20853667,20854421,20859765,20859988,",0,g7933,cmpl,cmpl,"1,0,0,1,0,1,1,0,"
744,g7933.t3,chr3R,-,20851731,20867018,20851843,20866012,22,"20851731,20852695,20853124,20853358,20853564,20853873,20859594,20859821,20861054,20861390,20861565,20861730,20861987,20862174,20862497,20862727,20863577,20863802,20863958,20865471,20865915,20866813,","20852571,20853071,20853304,20853510,20853667,20854421,20859765,20859954,20861308,20861510,20861677,20861929,20862119,20862435,20862667,20863403,20863735,20863892,20864053,20865627,20866498,20867018,",0,g7933,cmpl,cmpl,"1,0,0,1,0,1,1,0,1,1,0,2,2,2,0,2,0,0,1,1,0,-1,"
744,g7933.t1,chr3R,-,20860790,20866488,20861012,20866012,13,"20860790,20861390,20861565,20861730,20861987,20862174,20862497,20862727,20863577,20863802,20863958,20865471,20865915,","20861308,20861510,20861677,20861929,20862119,20862435,20862667,20863403,20863735,20863892,20864053,20865627,20866488,",0,g7933,cmpl,cmpl,"1,1,0,2,2,2,0,2,0,0,1,1,0,"
744,g7934.t1,chr3R,+,20867918,20871699,20871076,20871552,3,"20867918,20871015,20871185,","20867942,20871099,20871699,",0,g7934,cmpl,cmpl,"-1,0,2,"
744,g7935.t1,chr3R,+,20872988,20873849,20873031,20873484,2,"20872988,20873117,","20873054,20873849,",0,g7935,cmpl,cmpl,"0,2,"
744,g7936.t1,chr3R,+,20873938,20878427,20873977,20878264,4,"20873938,20874059,20877754,20877843,","20874000,20874313,20877788,20878427,",0,g7936,cmpl,cmpl,"0,2,1,2,"
744,g7937.t1,chr3R,-,20895700,20898218,20896449,20897136,2,"20895700,20898106,","20897474,20898218,",0,g7937,cmpl,cmpl,"0,-1,"
744,g7938.t1,chr3R,+,20901778,20908215,20902115,20908136,14,"20901778,20902424,20902687,20903476,20903973,20904278,20905927,20906154,20906495,20906751,20907037,20907211,20907487,20907932,","20902224,20902588,20903294,20903634,20904195,20904485,20906012,20906431,20906697,20906974,20907153,20907361,20907634,20908215,",0,g7938,cmpl,cmpl,"0,1,0,1,0,0,0,1,2,0,1,0,0,0,"
744,g7939.t1,chr3R,-,20908675,20917958,20909339,20917727,7,"20908675,20909401,20911813,20911970,20912141,20912409,20917717,","20909346,20909427,20911912,20912077,20912340,20912669,20917958,",0,g7939,cmpl,cmpl,"2,0,0,1,0,1,0,"
744,g7940.t1,chr3R,+,20924688,20929151,20925943,20929001,8,"20924688,20925921,20926164,20926344,20926756,20927187,20928679,20928837,","20924744,20926102,20926252,20926690,20926977,20927466,20928760,20929151,",0,g7940,cmpl,cmpl,"-1,0,0,1,2,1,1,1,"
11,g7941.t1,chr3R,+,20952798,20974064,20963736,20973931,10,"20952798,20960725,20963724,20963926,20964257,20966397,20966804,20973172,20973505,20973810,","20953096,20961049,20963856,20964193,20966039,20966613,20966899,20973347,20973738,20974064,",0,g7941,cmpl,cmpl,"-1,-1,0,0,0,0,0,2,0,2,"
745,g7942.t1,chr3R,+,20992508,21005156,20992567,21005014,2,"20992508,21004845,","20994423,21005156,",0,g7942,cmpl,cmpl,"0,2,"
745,g7943.t1,chr3R,-,21005164,21007028,21005248,21006974,2,"21005164,21005744,","21005587,21007028,",0,g7943,cmpl,cmpl,"0,0,"
745,g7944.t1,chr3R,+,21007138,21015653,21008195,21013095,9,"21007138,21008148,21011235,21011924,21012090,21012266,21012493,21012890,21014537,","21007188,21008240,21011415,21012024,21012210,21012425,21012665,21013707,21015653,",0,g7944,cmpl,cmpl,"-1,0,0,0,1,1,1,2,-1,"
745,g7945.t1,chr3R,+,21017678,21020409,21017777,21020207,4,"21017678,21017941,21018129,21019444,","21017874,21018074,21019014,21020409,",0,g7945,cmpl,cmpl,"0,1,2,2,"
745,g7946.t3,chr3R,-,21021108,21043118,21021269,21042419,32,"21021108,21021404,21025042,21025363,21026311,21026520,21027634,21028111,21028494,21028726,21029298,21029861,21030098,21031399,21031581,21031798,21032221,21033124,21033696,21034520,21035652,21036726,21037016,21037517,21039218,21039727,21040057,21040404,21040710,21040977,21041695,21042945,","21021304,21021555,21025183,21025496,21026460,21027522,21028049,21028428,21028665,21029237,21029796,21030031,21031328,21031519,21031738,21032160,21033045,21033477,21034409,21035567,21036594,21036756,21037289,21039094,21039670,21039993,21040340,21040646,21040922,21041130,21042518,21043118,",0,g7946,cmpl,cmpl,"1,0,0,2,0,0,2,0,0,2,2,0,0,0,2,0,1,2,0,0,0,0,0,1,2,0,2,0,1,1,0,-1,"
745,g7946.t1,chr3R,-,21024771,21043118,21025018,21042419,30,"21024771,21025363,21026311,21026520,21027634,21028111,21028494,21028726,21029298,21029861,21030098,21031399,21031581,21031798,21032221,21033124,21033696,21034520,21035652,21036726,21037016,21037517,21039218,21039727,21040057,21040404,21040710,21040977,21041695,21042945,","21025183,21025496,21026460,21027522,21028049,21028428,21028665,21029237,21029796,21030031,21031328,21031519,21031738,21032160,21033045,21033477,21034409,21035567,21036594,21036756,21037289,21039094,21039670,21039993,21040340,21040646,21040922,21041130,21042518,21043118,",0,g7946,cmpl,cmpl,"0,2,0,0,2,0,0,2,2,0,0,0,2,0,1,2,0,0,0,0,0,1,2,0,2,0,1,1,0,-1,"
745,g7946.t2,chr3R,-,21024812,21042518,21025018,21042419,30,"21024812,21025363,21026311,21026520,21027634,21028111,21028494,21028726,21029298,21029861,21030098,21031399,21031581,21031798,21032221,21032446,21033124,21033696,21034499,21035652,21036726,21037016,21037517,21039218,21039727,21040057,21040404,21040710,21040977,21041695,","21025183,21025496,21026460,21027522,21028049,21028428,21028665,21029237,21029796,21030031,21031328,21031519,21031738,21032160,21032389,21033045,21033477,21034409,21035567,21036594,21036756,21037289,21039094,21039670,21039993,21040340,21040646,21040922,21041130,21042518,",0,g7946,cmpl,cmpl,"0,2,0,0,2,0,0,2,2,0,0,0,2,0,0,1,2,0,0,0,0,0,1,2,0,2,0,1,1,0,"
745,g7947.t1,chr3R,+,21043968,21044848,21044092,21044782,1,"21043968,","21044848,",0,g7947,cmpl,cmpl,"0,"
745,g7948.t2,chr3R,-,21044855,21047058,21044920,21046983,5,"21044855,21045200,21046140,21046335,21046916,","21045143,21045684,21046271,21046819,21047058,",0,g7948,cmpl,cmpl,"2,1,2,1,0,"
745,g7948.t4,chr3R,-,21044855,21050978,21044920,21050948,11,"21044855,21045200,21046140,21046335,21046912,21047831,21048111,21048659,21050132,21050345,21050890,","21045143,21045684,21046271,21046819,21046947,21048041,21048598,21048726,21050286,21050829,21050978,",0,g7948,cmpl,cmpl,"2,1,2,1,2,2,1,0,2,1,0,"
745,g7948.t3,chr3R,-,21047456,21048778,21047827,21048726,3,"21047456,21048111,21048659,","21048041,21048598,21048778,",0,g7948,cmpl,cmpl,"2,1,0,"
745,g7948.t1,chr3R,-,21049781,21050978,21050090,21050948,3,"21049781,21050345,21050890,","21050286,21050829,21050978,",0,g7948,cmpl,cmpl,"2,1,0,"
745,g7949.t1,chr3R,-,21051385,21060428,21054959,21058467,13,"21051385,21054748,21055344,21055631,21055786,21055963,21056467,21056694,21057575,21057786,21058015,21058260,21060266,","21052242,21055041,21055415,21055723,21055902,21056409,21056626,21056850,21057714,21057951,21058200,21058468,21060428,",0,g7949,cmpl,cmpl,"-1,2,0,1,2,0,0,0,2,2,0,0,-1,"
745,g7949.t2,chr3R,-,21051385,21060738,21052187,21058467,12,"21051385,21055344,21055631,21055786,21055963,21056467,21056694,21057575,21057786,21058015,21058260,21060281,","21052242,21055415,21055723,21055902,21056409,21056626,21056850,21057714,21057951,21058200,21058468,21060738,",0,g7949,cmpl,cmpl,"2,0,1,2,0,0,0,2,2,0,0,-1,"
745,g7950.t1,chr3R,-,21062124,21064298,21062225,21064064,3,"21062124,21063425,21063897,","21063334,21063829,21064298,",0,g7950,cmpl,cmpl,"1,2,0,"
745,g7951.t1,chr3R,+,21065238,21069461,21067469,21069366,5,"21065238,21067445,21068068,21068837,21069312,","21065824,21067499,21068777,21069019,21069461,",0,g7951,cmpl,cmpl,"-1,0,0,1,0,"
745,g7952.t1,chr3R,-,21070562,21073258,21071012,21073218,3,"21070562,21072488,21073065,","21071824,21073005,21073258,",0,g7952,cmpl,cmpl,"1,0,0,"
745,g7953.t1,chr3R,+,21073868,21076863,21074006,21076798,3,"21073868,21075810,21076597,","21074261,21076332,21076863,",0,g7953,cmpl,cmpl,"0,0,0,"
745,g7954.t1,chr3R,-,21076879,21080798,21076913,21080683,2,"21076879,21080193,","21077395,21080798,",0,g7954,cmpl,cmpl,"1,0,"
745,g7955.t1,chr3R,-,21083060,21096188,21083845,21096139,13,"21083060,21084134,21084352,21084537,21084718,21084959,21085161,21086068,21087431,21087875,21088115,21088295,21096091,","21084070,21084289,21084476,21084654,21084899,21085103,21086004,21087176,21087772,21088047,21088195,21088687,21096188,",0,g7955,cmpl,cmpl,"0,1,0,0,2,2,2,1,2,1,2,0,0,"
745,g7956.t1,chr3R,-,21098171,21101718,21098328,21101572,6,"21098171,21099289,21099520,21099789,21101194,21101448,","21099222,21099462,21099725,21101134,21101378,21101718,",0,g7956,cmpl,cmpl,"0,1,0,2,1,0,"
93,g7957.t1,chr3R,+,21102168,21105109,21102276,21105016,6,"21102168,21102722,21103421,21103643,21104585,21104881,","21102661,21102918,21103590,21104175,21104809,21105109,",0,g7957,cmpl,cmpl,"0,1,2,0,1,0,"
746,g7958.t1,chr3R,-,21105295,21107998,21105464,21107893,3,"21105295,21106629,21107817,","21106571,21107753,21107998,",0,g7958,cmpl,cmpl,"0,1,0,"
746,g7958.t2,chr3R,-,21105295,21107998,21105464,21107893,3,"21105295,21106635,21107817,","21106571,21107753,21107998,",0,g7958,cmpl,cmpl,"0,1,0,"
746,g7959.t1,chr3R,+,21108568,21110827,21108606,21110707,6,"21108568,21109246,21109651,21110018,21110251,21110615,","21109050,21109588,21109725,21110194,21110557,21110827,",0,g7959,cmpl,cmpl,"0,0,0,2,1,1,"
746,g7960.t2,chr3R,+,21111338,21117896,21111815,21117855,8,"21111338,21113945,21114752,21115250,21116315,21116695,21117116,21117595,","21111855,21114067,21115101,21115360,21116633,21117060,21117544,21117896,",0,g7960,cmpl,cmpl,"0,1,0,1,0,0,2,1,"
746,g7960.t3,chr3R,+,21111338,21116148,21111815,21116006,5,"21111338,21113945,21114752,21115250,21115961,","21111855,21114067,21115101,21115360,21116148,",0,g7960,cmpl,cmpl,"0,1,0,1,0,"
746,g7960.t1,chr3R,+,21116268,21117896,21116303,21117855,4,"21116268,21116695,21117116,21117595,","21116633,21117060,21117544,21117896,",0,g7960,cmpl,cmpl,"0,0,2,1,"
746,g7961.t1,chr3R,-,21117899,21127208,21117923,21126994,8,"21117899,21120833,21121029,21121552,21122071,21122321,21125161,21126937,","21118762,21120969,21121219,21122007,21122251,21122593,21125384,21127208,",0,g7961,cmpl,cmpl,"1,0,2,0,0,1,0,0,"
746,g7961.t3,chr3R,-,21117899,21118818,21117923,21118784,1,"21117899,","21118818,",0,g7961,cmpl,cmpl,"0,"
746,g7961.t2,chr3R,-,21119135,21127208,21119948,21126994,8,"21119135,21120833,21121029,21121552,21122071,21122321,21125161,21126937,","21120016,21120969,21121219,21122007,21122251,21122593,21125384,21127208,",0,g7961,cmpl,cmpl,"1,0,2,0,0,1,0,0,"
746,g7962.t1,chr3R,+,21127898,21132660,21127977,21132498,5,"21127898,21128120,21128346,21128551,21130476,","21128054,21128217,21128493,21128878,21132660,",0,g7962,cmpl,cmpl,"0,2,0,0,0,"
746,g7963.t1,chr3R,-,21132721,21133858,21132752,21133825,3,"21132721,21132999,21133704,","21132944,21133649,21133858,",0,g7963,cmpl,cmpl,"0,1,0,"
746,g7964.t1,chr3R,+,21134338,21138212,21134410,21137850,8,"21134338,21134568,21135116,21135334,21135872,21136714,21137008,21137519,","21134505,21135057,21135279,21135817,21136316,21136945,21137463,21138212,",0,g7964,cmpl,cmpl,"0,2,2,0,0,0,0,2,"
746,g7964.t2,chr3R,+,21134348,21140989,21134410,21140039,11,"21134348,21134568,21135116,21135334,21135872,21136714,21137008,21137519,21138737,21139117,21139689,","21134505,21135057,21135279,21135817,21136316,21136945,21137463,21137838,21139065,21139579,21140989,",0,g7964,cmpl,cmpl,"0,2,2,0,0,0,0,2,0,1,1,"
746,g7964.t3,chr3R,+,21138818,21140989,21138860,21140039,3,"21138818,21139117,21139689,","21139065,21139579,21140989,",0,g7964,cmpl,cmpl,"0,1,1,"
746,g7965.t1,chr3R,+,21151198,21156814,21154926,21156689,4,"21151198,21154889,21155232,21156542,","21151717,21155071,21155387,21156814,",0,g7965,cmpl,cmpl,"-1,0,1,0,"
746,g7966.t1,chr3R,-,21159236,21161138,21159389,21161054,1,"21159236,","21161138,",0,g7966,cmpl,cmpl,"0,"
746,g7967.t1,chr3R,+,21163758,21165192,21163789,21165076,1,"21163758,","21165192,",0,g7967,cmpl,cmpl,"0,"
746,g7968.t1,chr3R,-,21165480,21168448,21165713,21168128,7,"21165480,21166071,21166310,21166885,21167585,21167819,21168017,","21166011,21166250,21166817,21167140,21167729,21167957,21168448,",0,g7968,cmpl,cmpl,"2,0,0,0,0,0,0,"
746,g7969.t2,chr3R,+,21173867,21216190,21173974,21216147,15,"21173867,21178277,21178579,21179267,21201000,21201684,21202451,21205075,21210452,21210788,21211140,21211386,21211747,21215132,21215308,","21175633,21178399,21179204,21179390,21201408,21202330,21202585,21205492,21210705,21211079,21211319,21211590,21212515,21215250,21216190,",0,g7969,cmpl,cmpl,"0,0,2,0,0,0,1,0,0,1,1,0,0,0,1,"
746,g7969.t1,chr3R,+,21210287,21216190,21210542,21216147,7,"21210287,21210788,21211140,21211386,21211747,21215132,21215308,","21210705,21211079,21211319,21211590,21212515,21215250,21216190,",0,g7969,cmpl,cmpl,"0,1,1,0,0,0,1,"
746,g7970.t1,chr3R,-,21217282,21218797,21217358,21218708,4,"21217282,21217770,21218003,21218672,","21217711,21217948,21218618,21218797,",0,g7970,cmpl,cmpl,"1,0,0,0,"
746,g7971.t1,chr3R,+,21219167,21222776,21219221,21222639,7,"21219167,21219508,21220329,21220616,21221172,21221325,21221809,","21219456,21220268,21220554,21221106,21221267,21221750,21222776,",0,g7971,cmpl,cmpl,"0,1,2,2,0,2,1,"
746,g7972.t1,chr3R,-,21222794,21223607,21222856,21223533,2,"21222794,21223256,","21223194,21223607,",0,g7972,cmpl,cmpl,"1,0,"
746,g7973.t1,chr3R,+,21223807,21229496,21223869,21228786,7,"21223807,21224775,21225097,21227073,21227931,21228426,21228654,","21224079,21225030,21226504,21227814,21228264,21228582,21229496,",0,g7973,cmpl,cmpl,"0,0,0,0,0,0,0,"
746,g7973.t2,chr3R,+,21223807,21229496,21223869,21228786,8,"21223807,21224775,21225097,21226650,21227057,21227931,21228426,21228654,","21224079,21225030,21226504,21226868,21227814,21228264,21228582,21229496,",0,g7973,cmpl,cmpl,"0,0,0,0,2,0,0,0,"
93,g7974.t1,chr3R,-,21229843,21237177,21230041,21233017,7,"21229843,21230422,21230659,21230816,21231675,21231909,21236894,","21230366,21230598,21230750,21231588,21231843,21233033,21237177,",0,g7974,cmpl,cmpl,"2,0,2,1,1,0,-1,"
747,g7975.t1,chr3R,+,21237767,21245835,21242640,21245329,10,"21237767,21242562,21242984,21243404,21243533,21243792,21243961,21244238,21244478,21245023,","21237792,21242926,21243348,21243478,21243733,21243905,21244178,21244411,21244962,21245835,",0,g7975,cmpl,cmpl,"-1,0,1,2,1,0,2,0,2,0,"
747,g7975.t2,chr3R,+,21237767,21245403,21242628,21245329,10,"21237767,21242562,21242984,21243404,21243533,21243792,21243961,21244238,21244478,21245023,","21237792,21242926,21243348,21243478,21243733,21243905,21244178,21244411,21244962,21245403,",0,g7975,cmpl,cmpl,"-1,0,1,2,1,0,2,0,2,0,"
747,g7976.t1,chr3R,+,21246677,21265129,21247946,21264971,7,"21246677,21247823,21259470,21259706,21261816,21262802,21264019,","21247432,21247994,21259633,21259887,21262615,21262909,21265129,",0,g7976,cmpl,cmpl,"-1,0,0,1,2,0,2,"
747,g7977.t1,chr3R,-,21266036,21268907,21266947,21268793,6,"21266036,21266708,21267225,21267509,21267619,21268770,","21266592,21267145,21267453,21267557,21267740,21268907,",0,g7977,cmpl,cmpl,"-1,0,0,0,2,0,"
747,g7978.t1,chr3R,-,21269226,21270057,21269408,21269953,3,"21269226,21269744,21269950,","21269684,21269894,21270057,",0,g7978,cmpl,cmpl,"0,0,0,"
747,g7979.t1,chr3R,+,21270157,21271080,21270215,21271042,2,"21270157,21270586,","21270530,21271080,",0,g7979,cmpl,cmpl,"0,0,"
747,g7980.t1,chr3R,-,21271101,21273617,21271954,21273530,4,"21271101,21272154,21272486,21273340,","21272093,21272436,21272835,21273617,",0,g7980,cmpl,cmpl,"2,2,1,0,"
747,g7980.t2,chr3R,-,21271101,21276447,21271954,21276211,6,"21271101,21272154,21272486,21273340,21275418,21275638,","21272093,21272436,21272835,21273533,21275580,21276447,",0,g7980,cmpl,cmpl,"2,2,1,0,0,0,"
747,g7981.t1,chr3R,-,21278863,21293857,21279122,21291981,6,"21278863,21279967,21284077,21291171,21291318,21293573,","21279843,21280606,21284177,21291238,21292609,21293857,",0,g7981,cmpl,cmpl,"2,2,1,0,0,-1,"
747,g7982.t2,chr3R,-,21312983,21349607,21321053,21348494,16,"21312983,21320057,21321221,21321795,21322172,21322420,21322634,21322838,21323438,21323615,21323880,21324103,21334526,21337676,21342186,21348395,","21313658,21321157,21321419,21322112,21322347,21322566,21322754,21322966,21323527,21323753,21324018,21324217,21334768,21337824,21342574,21349607,",0,g7982,cmpl,cmpl,"-1,1,1,2,1,2,2,0,1,1,1,1,2,1,0,0,"
747,g7982.t1,chr3R,-,21319815,21349607,21321053,21342619,15,"21319815,21321221,21321795,21322172,21322420,21322634,21322838,21323438,21323615,21323880,21324103,21334526,21337676,21342186,21348614,","21321157,21321419,21322112,21322347,21322566,21322754,21322966,21323527,21323753,21324018,21324217,21334768,21337824,21342636,21349607,",0,g7982,cmpl,cmpl,"1,1,2,1,2,2,0,1,1,1,1,2,1,0,-1,"
747,g7983.t1,chr3R,-,21350491,21351797,21351026,21351355,3,"21350491,21351302,21351743,","21351243,21351378,21351797,",0,g7983,cmpl,cmpl,"2,0,-1,"
747,g7984.t1,chr3R,-,21352748,21355995,21352833,21355013,5,"21352748,21353416,21353989,21354973,21355757,","21353237,21353734,21354331,21355089,21355995,",0,g7984,cmpl,cmpl,"1,1,1,0,-1,"
747,g7984.t3,chr3R,-,21352748,21359805,21352833,21359387,12,"21352748,21353416,21353989,21354969,21355359,21355984,21356514,21356810,21357598,21358004,21358791,21359362,","21353237,21353734,21354331,21355089,21355557,21356251,21356704,21356968,21357758,21358187,21359069,21359805,",0,g7984,cmpl,cmpl,"1,1,1,1,1,1,0,1,0,0,1,0,"
747,g7984.t2,chr3R,-,21356359,21359765,21356443,21359387,6,"21356359,21356810,21357598,21358004,21358791,21359362,","21356704,21356968,21357758,21358187,21359069,21359765,",0,g7984,cmpl,cmpl,"0,1,0,0,1,0,"
